Area,Listing_Type,Parking,Furnished,Bedrooms,Bathrooms,Size_Sqft,Price,Price_Type
ECIL,Rent,Yes,Yes,3,2,1467,18151,Monthly_Rent_INR
Sainikpuri,Rent,Yes,No,1,1,477,4162,Monthly_Rent_INR
Gachibowli,Rent,Yes,Yes,2,2,987,40300,Monthly_Rent_INR
Alwal,Sale,Yes,Yes,3,3,1216,10136484,Sale_Price_INR
Sainikpuri,Sale,No,No,3,2,1331,7738236,Sale_Price_INR
ECIL,Sale,No,No,1,1,562,2815399,Sale_Price_INR
Bowenpally,Sale,Yes,Yes,3,3,1500,11949064,Sale_Price_INR
Sainikpuri,Rent,No,No,2,2,1083,11434,Monthly_Rent_INR
Alwal,Rent,No,No,2,2,1117,11938,Monthly_Rent_INR
Bowenpally,Sale,Yes,No,2,2,858,6690682,Sale_Price_INR
ECIL,Rent,Yes,No,3,3,1428,15608,Monthly_Rent_INR
Kukatpally,Sale,Yes,No,3,2,1924,9960808,Sale_Price_INR
Sainikpuri,Sale,Yes,No,1,1,600,3441296,Sale_Price_INR
Kompally,Sale,No,No,2,2,1089,7700029,Sale_Price_INR
Gachibowli,Sale,Yes,No,2,2,1092,12410001,Sale_Price_INR
Bowenpally,Sale,Yes,Yes,3,3,1581,14132640,Sale_Price_INR
Ameerpet,Sale,Yes,Yes,2,2,1184,10100126,Sale_Price_INR
Ameerpet,Rent,Yes,No,2,2,1347,39025,Monthly_Rent_INR
Madhapur,Sale,Yes,No,2,2,1069,12188814,Sale_Price_INR
Alwal,Rent,Yes,No,2,2,1207,14357,Monthly_Rent_INR
Gachibowli,Sale,Yes,Yes,3,3,1508,17333178,Sale_Price_INR
Bowenpally,Rent,No,Yes,2,2,858,11078,Monthly_Rent_INR
Alwal,Sale,No,Yes,4,3,1910,14313394,Sale_Price_INR
Alwal,Rent,Yes,No,2,1,1205,12928,Monthly_Rent_INR
Kukatpally,Rent,Yes,No,3,3,1300,29142,Monthly_Rent_INR
Sainikpuri,Sale,Yes,No,3,3,1623,10630443,Sale_Price_INR
Bowenpally,Rent,Yes,Yes,2,2,1079,19301,Monthly_Rent_INR
Gachibowli,Rent,No,Yes,2,1,967,37606,Monthly_Rent_INR
ECIL,Sale,No,No,3,3,1392,7486212,Sale_Price_INR
Alwal,Sale,Yes,No,2,1,1021,6408058,Sale_Price_INR
Kukatpally,Rent,Yes,Yes,2,2,1179,31330,Monthly_Rent_INR
Alwal,Sale,Yes,Yes,3,2,1273,9754134,Sale_Price_INR
Ameerpet,Rent,Yes,Yes,3,2,1198,33389,Monthly_Rent_INR
Bowenpally,Rent,Yes,No,4,4,1726,25374,Monthly_Rent_INR
ECIL,Rent,No,No,2,1,940,10247,Monthly_Rent_INR
Kukatpally,Rent,No,Yes,3,3,1337,31397,Monthly_Rent_INR
Gachibowli,Rent,Yes,No,2,1,931,38831,Monthly_Rent_INR
ECIL,Rent,Yes,Yes,2,1,1038,11067,Monthly_Rent_INR
Alwal,Rent,No,Yes,4,4,1820,21896,Monthly_Rent_INR
Alwal,Sale,Yes,No,2,2,1005,6917234,Sale_Price_INR
Gachibowli,Sale,Yes,No,3,3,1253,14647789,Sale_Price_INR
Kukatpally,Rent,Yes,Yes,1,1,599,16137,Monthly_Rent_INR
Kukatpally,Rent,Yes,No,2,2,991,24205,Monthly_Rent_INR
Gachibowli,Sale,No,No,3,3,1364,14582370,Sale_Price_INR
Sainikpuri,Sale,Yes,Yes,3,3,1375,8769050,Sale_Price_INR
Bowenpally,Rent,Yes,No,2,2,1106,16247,Monthly_Rent_INR
Ameerpet,Rent,Yes,Yes,2,2,1125,31837,Monthly_Rent_INR
Kukatpally,Sale,Yes,Yes,2,2,1053,6639860,Sale_Price_INR
Kompally,Rent,Yes,Yes,2,2,1234,23740,Monthly_Rent_INR
Alwal,Rent,No,Yes,3,3,1554,20519,Monthly_Rent_INR
Sainikpuri,Rent,Yes,No,2,2,1001,9193,Monthly_Rent_INR
Sainikpuri,Sale,No,Yes,3,3,1537,11339554,Sale_Price_INR
Sainikpuri,Rent,No,No,3,2,1350,12332,Monthly_Rent_INR
Alwal,Rent,Yes,No,2,2,1049,12123,Monthly_Rent_INR
Bowenpally,Rent,Yes,No,2,2,987,16062,Monthly_Rent_INR
Bowenpally,Sale,Yes,No,3,2,1097,8283918,Sale_Price_INR
Alwal,Rent,Yes,No,2,2,1100,12989,Monthly_Rent_INR
Bowenpally,Rent,Yes,No,4,4,2063,30325,Monthly_Rent_INR
Kompally,Sale,No,Yes,2,2,935,6599884,Sale_Price_INR
Sainikpuri,Rent,Yes,No,2,1,1101,9698,Monthly_Rent_INR
Kompally,Sale,Yes,No,2,2,973,7421095,Sale_Price_INR
ECIL,Sale,No,Yes,1,1,590,3052326,Sale_Price_INR
Hitech City,Sale,Yes,Yes,2,1,945,11184000,Sale_Price_INR
Gachibowli,Rent,Yes,No,2,2,1089,40052,Monthly_Rent_INR
Alwal,Sale,Yes,Yes,2,2,1038,6871198,Sale_Price_INR
Madhapur,Rent,Yes,Yes,3,3,1282,45100,Monthly_Rent_INR
Kompally,Sale,No,No,3,2,1316,8441020,Sale_Price_INR
Hitech City,Sale,Yes,No,3,3,1467,18920236,Sale_Price_INR
Kompally,Rent,Yes,No,2,1,1096,19741,Monthly_Rent_INR
Madhapur,Rent,Yes,No,2,2,1030,31568,Monthly_Rent_INR
Alwal,Rent,Yes,No,2,1,1134,14546,Monthly_Rent_INR
Bowenpally,Rent,No,Yes,2,1,1043,13834,Monthly_Rent_INR
Bowenpally,Sale,No,Yes,2,1,1153,9830065,Sale_Price_INR
Bowenpally,Rent,No,Yes,1,1,618,8480,Monthly_Rent_INR
Sainikpuri,Sale,Yes,Yes,2,2,1155,6962806,Sale_Price_INR
ECIL,Sale,No,No,1,1,595,3330250,Sale_Price_INR
Hitech City,Sale,Yes,No,2,2,1113,14053171,Sale_Price_INR
Kompally,Sale,Yes,Yes,2,2,1200,8877519,Sale_Price_INR
Gachibowli,Sale,Yes,No,2,2,906,10232452,Sale_Price_INR
ECIL,Rent,No,No,2,2,1141,12735,Monthly_Rent_INR
Kompally,Rent,No,No,2,1,1035,14894,Monthly_Rent_INR
Alwal,Rent,No,No,3,3,1290,16972,Monthly_Rent_INR
Ameerpet,Sale,No,Yes,2,1,1111,8754939,Sale_Price_INR
Kompally,Rent,Yes,Yes,1,1,614,8923,Monthly_Rent_INR
Bowenpally,Sale,No,No,3,2,1554,12360277,Sale_Price_INR
Gachibowli,Sale,No,Yes,3,2,1362,16156977,Sale_Price_INR
Kukatpally,Sale,Yes,No,2,2,1139,5822426,Sale_Price_INR
ECIL,Rent,Yes,No,1,1,641,6811,Monthly_Rent_INR
Kukatpally,Rent,Yes,No,1,1,648,16888,Monthly_Rent_INR
ECIL,Sale,Yes,Yes,3,3,1405,8469905,Sale_Price_INR
Bowenpally,Rent,Yes,No,2,2,1055,17084,Monthly_Rent_INR
Gachibowli,Rent,Yes,Yes,1,1,618,23765,Monthly_Rent_INR
Hitech City,Rent,Yes,No,2,2,977,37441,Monthly_Rent_INR
ECIL,Rent,No,Yes,3,3,1516,18627,Monthly_Rent_INR
Alwal,Rent,No,No,3,2,1311,15360,Monthly_Rent_INR
Sainikpuri,Sale,No,Yes,2,2,1065,6344093,Sale_Price_INR
Alwal,Rent,Yes,No,3,3,1445,18076,Monthly_Rent_INR
ECIL,Sale,Yes,No,2,2,1223,6581295,Sale_Price_INR
Kompally,Rent,Yes,Yes,2,2,1101,21738,Monthly_Rent_INR
ECIL,Rent,Yes,Yes,2,1,864,10819,Monthly_Rent_INR
Alwal,Rent,Yes,No,2,2,1272,15241,Monthly_Rent_INR
Hitech City,Rent,Yes,No,2,2,996,40515,Monthly_Rent_INR
Bowenpally,Rent,Yes,Yes,4,3,2188,33273,Monthly_Rent_INR
ECIL,Sale,No,No,2,1,922,4814943,Sale_Price_INR
Kompally,Rent,No,No,4,3,2113,36487,Monthly_Rent_INR
Ameerpet,Rent,No,No,2,2,1080,25049,Monthly_Rent_INR
Kompally,Sale,Yes,No,1,1,553,4214678,Sale_Price_INR
Hitech City,Rent,No,No,2,2,925,35813,Monthly_Rent_INR
Hitech City,Rent,No,No,4,4,1994,75519,Monthly_Rent_INR
ECIL,Sale,Yes,No,3,3,1526,8467365,Sale_Price_INR
Bowenpally,Rent,Yes,Yes,1,1,694,11496,Monthly_Rent_INR
Gachibowli,Rent,No,No,2,2,1036,39796,Monthly_Rent_INR
Madhapur,Sale,Yes,No,2,2,795,8386755,Sale_Price_INR
Hitech City,Sale,Yes,Yes,2,2,1138,12770975,Sale_Price_INR
Bowenpally,Rent,No,No,3,3,1476,21240,Monthly_Rent_INR
Gachibowli,Sale,Yes,No,2,2,1216,14310032,Sale_Price_INR
Ameerpet,Sale,Yes,No,1,1,583,4452109,Sale_Price_INR
ECIL,Rent,Yes,Yes,2,2,1009,13312,Monthly_Rent_INR
Kukatpally,Sale,Yes,No,3,3,1203,7031998,Sale_Price_INR
Gachibowli,Sale,Yes,No,2,2,1090,11876427,Sale_Price_INR
Ameerpet,Sale,Yes,Yes,1,1,689,5663795,Sale_Price_INR
Alwal,Sale,No,No,2,2,1088,8376182,Sale_Price_INR
Kukatpally,Rent,Yes,No,3,3,1611,36697,Monthly_Rent_INR
Kompally,Rent,No,Yes,2,1,909,18415,Monthly_Rent_INR
Ameerpet,Sale,No,No,1,1,608,4427214,Sale_Price_INR
Madhapur,Rent,Yes,Yes,3,2,1357,50699,Monthly_Rent_INR
Hitech City,Sale,Yes,No,2,2,1076,12351575,Sale_Price_INR
Ameerpet,Sale,Yes,No,2,1,1012,7785971,Sale_Price_INR
Alwal,Sale,Yes,No,2,2,1075,7339582,Sale_Price_INR
Madhapur,Sale,Yes,Yes,1,1,661,7743712,Sale_Price_INR
Sainikpuri,Rent,Yes,No,1,1,564,5100,Monthly_Rent_INR
Kompally,Rent,Yes,No,3,2,1164,21175,Monthly_Rent_INR
Bowenpally,Sale,Yes,Yes,3,2,1494,12155708,Sale_Price_INR
Sainikpuri,Sale,Yes,No,2,2,1170,6882030,Sale_Price_INR
Hitech City,Sale,Yes,Yes,3,2,1383,17768317,Sale_Price_INR
Bowenpally,Sale,No,No,3,2,1393,10220216,Sale_Price_INR
Hitech City,Rent,Yes,No,3,3,1348,56069,Monthly_Rent_INR
Madhapur,Sale,Yes,No,2,1,1099,12416477,Sale_Price_INR
Hitech City,Rent,Yes,No,2,2,1037,39107,Monthly_Rent_INR
Ameerpet,Rent,No,No,3,3,1360,34978,Monthly_Rent_INR
Kukatpally,Rent,No,Yes,2,2,998,25796,Monthly_Rent_INR
Madhapur,Sale,Yes,Yes,2,2,967,11177274,Sale_Price_INR
ECIL,Sale,Yes,No,3,3,1477,8364851,Sale_Price_INR
Gachibowli,Sale,Yes,No,4,3,2234,26936659,Sale_Price_INR
ECIL,Sale,Yes,No,2,1,943,5107943,Sale_Price_INR
Hitech City,Sale,No,Yes,2,1,1236,14006399,Sale_Price_INR
Bowenpally,Rent,Yes,No,2,1,948,14097,Monthly_Rent_INR
Kukatpally,Sale,No,No,3,3,1300,7724967,Sale_Price_INR
ECIL,Sale,No,No,3,3,1315,6301812,Sale_Price_INR
ECIL,Rent,No,No,2,2,1086,11323,Monthly_Rent_INR
ECIL,Sale,No,No,3,3,1410,6023534,Sale_Price_INR
Gachibowli,Rent,Yes,No,2,2,1094,38202,Monthly_Rent_INR
ECIL,Rent,Yes,No,3,3,1321,13583,Monthly_Rent_INR
Gachibowli,Rent,Yes,Yes,3,3,1431,59842,Monthly_Rent_INR
ECIL,Rent,Yes,No,2,2,812,9174,Monthly_Rent_INR
Ameerpet,Rent,Yes,No,2,2,952,24717,Monthly_Rent_INR
Ameerpet,Rent,No,No,2,2,790,19267,Monthly_Rent_INR
Sainikpuri,Rent,No,Yes,3,2,1642,18005,Monthly_Rent_INR
Bowenpally,Sale,No,Yes,2,2,1226,9407273,Sale_Price_INR
Bowenpally,Rent,No,No,2,2,1003,14826,Monthly_Rent_INR
Gachibowli,Sale,Yes,No,3,3,1189,10821182,Sale_Price_INR
Gachibowli,Sale,Yes,Yes,3,3,1418,15627133,Sale_Price_INR
Madhapur,Rent,No,Yes,2,2,1195,38058,Monthly_Rent_INR
Kompally,Sale,Yes,No,2,2,1317,9580211,Sale_Price_INR
ECIL,Sale,Yes,No,1,1,590,3367197,Sale_Price_INR
Ameerpet,Rent,No,Yes,1,1,628,15959,Monthly_Rent_INR
ECIL,Rent,No,Yes,2,2,1195,12922,Monthly_Rent_INR
Ameerpet,Sale,No,No,2,1,1099,7942485,Sale_Price_INR
Bowenpally,Sale,Yes,No,2,1,1274,10773438,Sale_Price_INR
ECIL,Rent,No,No,3,2,1565,17860,Monthly_Rent_INR
Madhapur,Rent,Yes,No,3,2,1599,63679,Monthly_Rent_INR
Kompally,Sale,Yes,No,2,2,1077,6810292,Sale_Price_INR
Kukatpally,Rent,No,No,1,1,575,13864,Monthly_Rent_INR
Hitech City,Sale,Yes,Yes,2,1,993,12395152,Sale_Price_INR
Sainikpuri,Sale,No,No,4,4,1904,10538237,Sale_Price_INR
Sainikpuri,Sale,No,Yes,3,3,1422,8993330,Sale_Price_INR
Kompally,Rent,Yes,Yes,2,2,858,18538,Monthly_Rent_INR
Hitech City,Sale,Yes,No,1,1,593,6308288,Sale_Price_INR
Gachibowli,Sale,Yes,No,2,1,1172,11243023,Sale_Price_INR
Hitech City,Rent,No,Yes,3,3,1434,55180,Monthly_Rent_INR
ECIL,Sale,Yes,Yes,2,2,1202,6886864,Sale_Price_INR
Kompally,Sale,No,Yes,3,3,1277,8180312,Sale_Price_INR
Ameerpet,Rent,No,No,2,1,1098,27089,Monthly_Rent_INR
Ameerpet,Rent,Yes,Yes,2,1,1121,31210,Monthly_Rent_INR
Kukatpally,Sale,Yes,No,3,3,1480,8511733,Sale_Price_INR
Hitech City,Sale,Yes,Yes,3,3,1414,17898867,Sale_Price_INR
Kukatpally,Rent,Yes,No,2,1,1023,25383,Monthly_Rent_INR
Bowenpally,Rent,Yes,No,3,3,1399,22409,Monthly_Rent_INR
Kompally,Sale,Yes,No,2,2,1073,7363757,Sale_Price_INR
Kukatpally,Rent,No,No,3,3,1470,34906,Monthly_Rent_INR
ECIL,Rent,No,No,2,2,854,9444,Monthly_Rent_INR
Gachibowli,Sale,No,No,2,2,1226,13283562,Sale_Price_INR
Hitech City,Rent,No,No,2,1,952,34810,Monthly_Rent_INR
Kukatpally,Sale,No,No,2,2,1227,6530013,Sale_Price_INR
Alwal,Rent,Yes,Yes,2,1,904,11275,Monthly_Rent_INR
Kukatpally,Sale,Yes,No,1,1,606,3639213,Sale_Price_INR
Gachibowli,Rent,No,Yes,2,2,963,36181,Monthly_Rent_INR
Madhapur,Sale,No,No,1,1,570,5836430,Sale_Price_INR
Bowenpally,Sale,Yes,Yes,3,3,1530,11642634,Sale_Price_INR
Sainikpuri,Rent,Yes,No,1,1,619,5563,Monthly_Rent_INR
Alwal,Sale,Yes,No,2,2,988,7001593,Sale_Price_INR
Bowenpally,Rent,Yes,No,3,3,1499,23076,Monthly_Rent_INR
Ameerpet,Sale,No,Yes,3,3,1196,8173343,Sale_Price_INR
Sainikpuri,Sale,Yes,No,3,2,1416,9120164,Sale_Price_INR
Kompally,Rent,No,No,2,2,1083,16445,Monthly_Rent_INR
Bowenpally,Sale,Yes,No,2,2,1179,9117145,Sale_Price_INR
Gachibowli,Rent,No,No,2,1,868,30720,Monthly_Rent_INR
Kompally,Rent,No,Yes,2,2,865,16664,Monthly_Rent_INR
Bowenpally,Rent,No,No,2,1,964,13777,Monthly_Rent_INR
Kompally,Rent,Yes,Yes,3,2,1239,27181,Monthly_Rent_INR
Alwal,Sale,Yes,Yes,2,2,973,9107283,Sale_Price_INR
Madhapur,Sale,Yes,No,2,1,819,8449650,Sale_Price_INR
ECIL,Sale,Yes,No,2,1,1129,5723123,Sale_Price_INR
Alwal,Sale,No,Yes,3,3,1403,9164632,Sale_Price_INR
Ameerpet,Rent,Yes,No,2,1,1126,27466,Monthly_Rent_INR
Alwal,Sale,Yes,Yes,2,1,1085,9003001,Sale_Price_INR
Kompally,Sale,Yes,No,2,1,1088,7273011,Sale_Price_INR
Hitech City,Rent,Yes,No,1,1,505,19940,Monthly_Rent_INR
Ameerpet,Rent,Yes,Yes,1,1,624,15143,Monthly_Rent_INR
Kompally,Rent,No,Yes,2,2,1084,18483,Monthly_Rent_INR
Bowenpally,Rent,Yes,No,2,2,928,11649,Monthly_Rent_INR
ECIL,Rent,No,No,3,3,1640,17397,Monthly_Rent_INR
Gachibowli,Rent,No,No,2,2,1029,38081,Monthly_Rent_INR
Hitech City,Sale,Yes,No,2,1,1254,15261677,Sale_Price_INR
Kukatpally,Rent,Yes,No,2,2,1149,25791,Monthly_Rent_INR
Ameerpet,Sale,Yes,Yes,2,2,1152,8613564,Sale_Price_INR
Madhapur,Sale,No,Yes,2,2,1127,14306692,Sale_Price_INR
Gachibowli,Rent,Yes,No,2,2,1145,38398,Monthly_Rent_INR
Sainikpuri,Rent,No,No,2,1,1192,12293,Monthly_Rent_INR
Madhapur,Sale,Yes,Yes,3,2,1354,15762491,Sale_Price_INR
Kukatpally,Sale,Yes,Yes,2,2,1301,7732388,Sale_Price_INR
Bowenpally,Sale,No,No,2,2,879,6810373,Sale_Price_INR
Ameerpet,Sale,No,No,2,1,1069,7745838,Sale_Price_INR
Ameerpet,Sale,No,No,2,2,1161,8145080,Sale_Price_INR
Kukatpally,Rent,Yes,No,3,3,1735,42350,Monthly_Rent_INR
ECIL,Rent,No,No,1,1,662,7886,Monthly_Rent_INR
Kukatpally,Sale,Yes,No,3,3,1645,9981270,Sale_Price_INR
Alwal,Sale,No,No,3,2,1635,11335703,Sale_Price_INR
Madhapur,Sale,Yes,Yes,3,3,1457,13781639,Sale_Price_INR
Alwal,Rent,Yes,No,2,1,937,11571,Monthly_Rent_INR
Bowenpally,Sale,No,No,2,2,932,6745254,Sale_Price_INR
Hitech City,Rent,Yes,No,2,2,1194,45320,Monthly_Rent_INR
Kukatpally,Sale,Yes,No,4,4,1937,9926196,Sale_Price_INR
Hitech City,Rent,Yes,No,3,3,1785,66543,Monthly_Rent_INR
Ameerpet,Rent,Yes,No,2,2,1246,28954,Monthly_Rent_INR
Kukatpally,Sale,No,No,2,2,1038,5905972,Sale_Price_INR
Gachibowli,Sale,Yes,Yes,2,1,1040,13295894,Sale_Price_INR
Ameerpet,Sale,Yes,No,3,3,1293,9404340,Sale_Price_INR
Madhapur,Sale,No,No,2,2,1199,12959917,Sale_Price_INR
Alwal,Sale,Yes,No,3,3,1243,8720071,Sale_Price_INR
Hitech City,Sale,No,Yes,2,2,1196,13602118,Sale_Price_INR
ECIL,Rent,Yes,No,2,2,876,8763,Monthly_Rent_INR
Hitech City,Rent,Yes,Yes,2,2,971,38500,Monthly_Rent_INR
Madhapur,Rent,Yes,No,4,4,1818,55166,Monthly_Rent_INR
Gachibowli,Rent,Yes,No,2,2,1046,44519,Monthly_Rent_INR
Bowenpally,Rent,Yes,Yes,2,2,1096,17380,Monthly_Rent_INR
Ameerpet,Sale,Yes,No,3,2,1842,14437945,Sale_Price_INR
Madhapur,Rent,No,No,2,1,1125,44312,Monthly_Rent_INR
